driver_race,location,n_stops,county_population
Black drivers,25019,54.0,653.0
Hispanic drivers,25019,72.0,822.0
White drivers,25019,421.0,6857.0
Black drivers,25021,5167.0,33153.0
Hispanic drivers,25021,2340.0,19360.0
White drivers,25021,18774.0,443316.0
Black drivers,25023,2123.0,34042.0
Hispanic drivers,25023,877.0,12299.0
White drivers,25023,13852.0,345792.0
Black drivers,25025,10072.0,125171.0
Hispanic drivers,25025,6850.0,121507.0
White drivers,25025,38130.0,321700.0
Black drivers,25027,6196.0,24887.0
Hispanic drivers,25027,7401.0,57484.0
White drivers,25027,55461.0,533153.0
Black drivers,30001,13.0,36.0
Hispanic drivers,30001,22.0,269.0
White drivers,30001,925.0,7202.0
Black drivers,30003,35.0,26.0
Hispanic drivers,30003,51.0,384.0
White drivers,30003,1078.0,3225.0
Black drivers,30005,11.0,9.0
Hispanic drivers,30005,8.0,86.0
White drivers,30005,743.0,2511.0
Black drivers,30007,13.0,15.0
Hispanic drivers,30007,15.0,102.0
White drivers,30007,1582.0,4407.0
Black drivers,30009,8.0,36.0
Hispanic drivers,30009,202.0,178.0
White drivers,30009,964.0,8222.0
Black drivers,30013,136.0,938.0
Hispanic drivers,30013,103.0,2156.0
White drivers,30013,7570.0,57772.0
Black drivers,30015,11.0,5.0
Hispanic drivers,30015,16.0,75.0
White drivers,30015,1186.0,3642.0
Black drivers,30017,60.0,32.0
Hispanic drivers,30017,126.0,218.0
White drivers,30017,3654.0,9074.0
Black drivers,30019,2.0,4.0
Hispanic drivers,30019,1.0,25.0
White drivers,30019,231.0,1381.0
Black drivers,30021,61.0,29.0
Hispanic drivers,30021,158.0,163.0
White drivers,30021,3014.0,7072.0
Black drivers,30023,39.0,33.0
Hispanic drivers,30023,41.0,212.0
White drivers,30023,2730.0,7218.0
Black drivers,30025,0.0,4.0
Hispanic drivers,30025,5.0,35.0
White drivers,30025,129.0,2274.0
Black drivers,30027,8.0,22.0
Hispanic drivers,30027,11.0,167.0
White drivers,30027,976.0,8975.0
Black drivers,30029,26.0,222.0
Hispanic drivers,30029,67.0,1658.0
White drivers,30029,9489.0,70467.0
Black drivers,30031,79.0,304.0
Hispanic drivers,30031,153.0,2045.0
White drivers,30031,8875.0,72201.0
Black drivers,30033,4.0,2.0
Hispanic drivers,30033,1.0,7.0
White drivers,30033,271.0,1006.0
Black drivers,30035,4.0,22.0
Hispanic drivers,30035,10.0,207.0
White drivers,30035,964.0,3465.0
Black drivers,30039,8.0,12.0
Hispanic drivers,30039,14.0,41.0
White drivers,30039,674.0,2599.0
Black drivers,30041,23.0,44.0
Hispanic drivers,30041,23.0,309.0
White drivers,30041,2180.0,9464.0
Black drivers,30043,25.0,28.0
Hispanic drivers,30043,31.0,180.0
White drivers,30043,2033.0,8876.0
Black drivers,30045,12.0,2.0
Hispanic drivers,30045,11.0,24.0
White drivers,30045,774.0,1609.0
Black drivers,30047,19.0,78.0
Hispanic drivers,30047,29.0,718.0
White drivers,30047,2853.0,16269.0
Black drivers,30049,32.0,244.0
Hispanic drivers,30049,61.0,1252.0
White drivers,30049,5223.0,48907.0
Black drivers,30051,2.0,4.0
Hispanic drivers,30051,4.0,14.0
White drivers,30051,268.0,1891.0
Black drivers,30053,9.0,36.0
Hispanic drivers,30053,23.0,366.0
White drivers,30053,2412.0,15257.0
Black drivers,30055,2.0,4.0
Hispanic drivers,30055,3.0,14.0
White drivers,30055,140.0,1364.0
Black drivers,30057,5.0,23.0
Hispanic drivers,30057,20.0,183.0
White drivers,30057,804.0,6332.0
Black drivers,30059,0.0,3.0
Hispanic drivers,30059,1.0,26.0
White drivers,30059,214.0,1503.0
Black drivers,30061,50.0,13.0
Hispanic drivers,30061,54.0,75.0
White drivers,30061,2167.0,3315.0
Black drivers,30063,71.0,448.0
Hispanic drivers,30063,98.0,2346.0
White drivers,30063,7263.0,84292.0
Black drivers,30065,3.0,14.0
Hispanic drivers,30065,9.0,94.0
White drivers,30065,536.0,3599.0
Black drivers,30067,28.0,32.0
Hispanic drivers,30067,53.0,278.0
White drivers,30067,2569.0,12454.0
Black drivers,30071,4.0,2.0
Hispanic drivers,30071,4.0,57.0
White drivers,30071,416.0,2923.0
Black drivers,30073,13.0,12.0
Hispanic drivers,30073,19.0,64.0
White drivers,30073,1162.0,4117.0
Hispanic drivers,30075,18.0,19.0
White drivers,30075,363.0,1443.0
Black drivers,30077,44.0,67.0
Hispanic drivers,30077,53.0,112.0
White drivers,30077,3130.0,5441.0
Black drivers,30081,14.0,79.0
Hispanic drivers,30081,37.0,871.0
White drivers,30081,3614.0,31623.0
Black drivers,30083,36.0,33.0
Hispanic drivers,30083,97.0,333.0
White drivers,30083,1915.0,8033.0
Black drivers,30085,24.0,15.0
Hispanic drivers,30085,40.0,133.0
White drivers,30085,1251.0,3332.0
Black drivers,30087,27.0,17.0
Hispanic drivers,30087,44.0,233.0
White drivers,30087,1821.0,4452.0
Black drivers,30089,4.0,26.0
Hispanic drivers,30089,10.0,195.0
White drivers,30089,1450.0,8698.0
Black drivers,30091,5.0,9.0
Hispanic drivers,30091,11.0,46.0
White drivers,30091,444.0,2817.0
Black drivers,30093,29.0,123.0
Hispanic drivers,30093,50.0,958.0
White drivers,30093,2640.0,26075.0
Black drivers,30095,22.0,16.0
Hispanic drivers,30095,44.0,194.0
White drivers,30095,1432.0,7121.0
Black drivers,30097,14.0,5.0
Hispanic drivers,30097,18.0,48.0
White drivers,30097,597.0,2803.0
Black drivers,30099,3.0,4.0
Hispanic drivers,30099,4.0,59.0
White drivers,30099,377.0,4608.0
Black drivers,30101,10.0,27.0
Hispanic drivers,30101,15.0,114.0
White drivers,30101,995.0,3806.0
Black drivers,30105,12.0,23.0
Hispanic drivers,30105,17.0,88.0
White drivers,30105,974.0,5349.0
Black drivers,30107,6.0,4.0
Hispanic drivers,30107,5.0,24.0
White drivers,30107,317.0,1599.0
Black drivers,30111,125.0,756.0
Hispanic drivers,30111,255.0,5010.0
White drivers,30111,7610.0,108969.0
Black drivers,34001,3487.0,31640.0
Hispanic drivers,34001,2026.0,34623.0
White drivers,34001,12995.0,133869.0
Black drivers,34003,2848.0,40364.0
Hispanic drivers,34003,4276.0,126764.0
White drivers,34003,10230.0,457625.0
Black drivers,34005,11935.0,58487.0
Hispanic drivers,34005,4964.0,23757.0
White drivers,34005,32478.0,258371.0
Black drivers,34007,4469.0,72686.0
Hispanic drivers,34007,1574.0,54206.0
White drivers,34007,9511.0,251245.0
Black drivers,34009,1165.0,3353.0
Hispanic drivers,34009,702.0,4502.0
White drivers,34009,10851.0,71185.0
Black drivers,34011,4783.0,23777.0
Hispanic drivers,34011,2646.0,30823.0
White drivers,34011,9662.0,65022.0
Black drivers,34013,4977.0,241608.0
Hispanic drivers,34013,3445.0,126668.0
White drivers,34013,8640.0,212712.0
Black drivers,34015,3434.0,22482.0
Hispanic drivers,34015,1652.0,10661.0
White drivers,34015,9273.0,188903.0
Black drivers,34017,1083.0,58800.0
Hispanic drivers,34017,1391.0,221902.0
White drivers,34017,3103.0,170615.0
Black drivers,34019,1472.0,2472.0
Hispanic drivers,34019,1348.0,5436.0
White drivers,34019,13550.0,90513.0
Black drivers,34021,7614.0,56618.0
Hispanic drivers,34021,3682.0,43356.0
White drivers,34021,14335.0,165012.0
Black drivers,34023,8181.0,61018.0
Hispanic drivers,34023,7053.0,118751.0
White drivers,34023,24766.0,328955.0
Black drivers,34025,4035.0,34611.0
Hispanic drivers,34025,3188.0,45088.0
White drivers,34025,25821.0,394010.0
Black drivers,34027,2785.0,12413.0
Hispanic drivers,34027,3289.0,46607.0
White drivers,34027,15199.0,298593.0
Black drivers,34029,2076.0,13414.0
Hispanic drivers,34029,1731.0,35209.0
White drivers,34029,19717.0,400488.0
Black drivers,34031,2016.0,43116.0
Hispanic drivers,34031,3102.0,144932.0
White drivers,34031,7071.0,183301.0
Black drivers,34033,2581.0,6775.0
Hispanic drivers,34033,851.0,3245.0
White drivers,34033,5231.0,41066.0
Black drivers,34035,1866.0,23002.0
Hispanic drivers,34035,1661.0,33509.0
White drivers,34035,9093.0,163172.0
Black drivers,34037,391.0,2088.0
Hispanic drivers,34037,506.0,7498.0
White drivers,34037,8099.0,105417.0
Black drivers,34039,5580.0,91167.0
Hispanic drivers,34039,4741.0,120847.0
White drivers,34039,16116.0,193697.0
Black drivers,34041,2455.0,3071.0
Hispanic drivers,34041,2136.0,5997.0
White drivers,34041,12498.0,74821.0
Black drivers,39001,114.0,87.0
Hispanic drivers,39001,18.0,158.0
White drivers,39001,3444.0,21473.0
Black drivers,39003,2453.0,9585.0
Hispanic drivers,39003,195.0,1860.0
White drivers,39003,10566.0,69878.0
Black drivers,39005,1971.0,326.0
Hispanic drivers,39005,254.0,405.0
White drivers,39005,12694.0,40858.0
Black drivers,39007,712.0,2931.0
Hispanic drivers,39007,271.0,2342.0
White drivers,39007,9646.0,73145.0
Black drivers,39009,806.0,1495.0
Hispanic drivers,39009,104.0,938.0
White drivers,39009,11217.0,49747.0
Black drivers,39011,1198.0,142.0
Hispanic drivers,39011,151.0,394.0
White drivers,39011,9972.0,35008.0
Black drivers,39013,854.0,2525.0
Hispanic drivers,39013,131.0,399.0
White drivers,39013,11449.0,54160.0
Black drivers,39015,271.0,313.0
Hispanic drivers,39015,50.0,219.0
White drivers,39015,8167.0,34122.0
Black drivers,39017,3105.0,21038.0
Hispanic drivers,39017,505.0,9960.0
White drivers,39017,13667.0,248457.0
Black drivers,39019,28.0,117.0
Hispanic drivers,39019,16.0,197.0
White drivers,39019,1485.0,22336.0
Black drivers,39021,78.0,694.0
Hispanic drivers,39021,11.0,354.0
White drivers,39021,1457.0,29534.0
Black drivers,39023,1793.0,9060.0
Hispanic drivers,39023,202.0,2536.0
White drivers,39023,7518.0,94828.0
Black drivers,39025,746.0,1993.0
Hispanic drivers,39025,161.0,2184.0
White drivers,39025,16858.0,149441.0
Black drivers,39027,1294.0,733.0
Hispanic drivers,39027,259.0,412.0
White drivers,39027,8719.0,31210.0
Black drivers,39029,496.0,2067.0
Hispanic drivers,39029,77.0,1115.0
White drivers,39029,9772.0,82119.0
Black drivers,39031,70.0,328.0
Hispanic drivers,39031,8.0,206.0
White drivers,39031,1867.0,28202.0
Black drivers,39033,456.0,268.0
Hispanic drivers,39033,83.0,379.0
White drivers,39033,7734.0,33358.0
Black drivers,39035,8997.0,286566.0
Hispanic drivers,39035,1166.0,46237.0
White drivers,39035,17705.0,645681.0
Black drivers,39037,37.0,198.0
Hispanic drivers,39037,11.0,453.0
White drivers,39037,1526.0,40040.0
Black drivers,39039,518.0,505.0
Hispanic drivers,39039,359.0,2395.0
White drivers,39039,6915.0,27232.0
Black drivers,39041,2054.0,4674.0
Hispanic drivers,39041,338.0,2795.0
White drivers,39041,14208.0,123523.0
Black drivers,39043,2697.0,4915.0
Hispanic drivers,39043,554.0,1957.0
White drivers,39043,15093.0,53757.0
Black drivers,39045,1056.0,7354.0
Hispanic drivers,39045,122.0,1900.0
White drivers,39045,12080.0,104681.0
Black drivers,39047,372.0,479.0
Hispanic drivers,39047,51.0,341.0
White drivers,39047,2414.0,21458.0
Black drivers,39049,9700.0,192202.0
Hispanic drivers,39049,1339.0,39026.0
White drivers,39049,25281.0,662995.0
Black drivers,39051,817.0,130.0
Hispanic drivers,39051,459.0,2246.0
White drivers,39051,6677.0,30615.0
Black drivers,39053,855.0,613.0
Hispanic drivers,39053,102.0,248.0
White drivers,39053,8828.0,22927.0
Black drivers,39055,317.0,964.0
Hispanic drivers,39055,44.0,782.0
White drivers,39055,4655.0,71399.0
Black drivers,39057,1955.0,9481.0
Hispanic drivers,39057,168.0,3085.0
White drivers,39057,10421.0,114102.0
Black drivers,39059,1507.0,448.0
Hispanic drivers,39059,341.0,254.0
White drivers,39059,11703.0,30415.0
Black drivers,39061,5670.0,154339.0
Hispanic drivers,39061,492.0,14502.0
White drivers,39061,20091.0,443958.0
Black drivers,39063,1517.0,890.0
Hispanic drivers,39063,333.0,2450.0
White drivers,39063,10849.0,55194.0
Black drivers,39065,119.0,222.0
Hispanic drivers,39065,28.0,289.0
White drivers,39065,2082.0,24096.0
Black drivers,39067,136.0,286.0
Hispanic drivers,39067,47.0,87.0
White drivers,39067,3271.0,12177.0
Black drivers,39069,98.0,108.0
Hispanic drivers,39069,97.0,1308.0
White drivers,39069,1855.0,20431.0
Black drivers,39071,96.0,471.0
Hispanic drivers,39071,10.0,211.0
White drivers,39071,3520.0,32688.0
Black drivers,39073,150.0,170.0
Hispanic drivers,39073,20.0,169.0
White drivers,39073,2787.0,22418.0
Black drivers,39075,16.0,123.0
Hispanic drivers,39075,8.0,266.0
White drivers,39075,1392.0,30032.0
Black drivers,39077,323.0,497.0
Hispanic drivers,39077,180.0,2198.0
White drivers,39077,7646.0,42637.0
Black drivers,39079,1024.0,157.0
Hispanic drivers,39079,160.0,211.0
White drivers,39079,11296.0,25033.0
Black drivers,39081,659.0,2894.0
Hispanic drivers,39081,53.0,632.0
White drivers,39081,7623.0,51812.0
Black drivers,39083,137.0,418.0
Hispanic drivers,39083,34.0,584.0
White drivers,39083,5829.0,46409.0
Black drivers,39085,742.0,6196.0
Hispanic drivers,39085,254.0,5512.0
White drivers,39085,8322.0,171037.0
Black drivers,39087,434.0,1053.0
Hispanic drivers,39087,53.0,354.0
White drivers,39087,9884.0,47422.0
Black drivers,39089,1564.0,4600.0
Hispanic drivers,39089,253.0,1812.0
White drivers,39089,13759.0,123771.0
Black drivers,39091,443.0,585.0
Hispanic drivers,39091,68.0,393.0
White drivers,39091,5119.0,34114.0
Black drivers,39093,4360.0,18438.0
Hispanic drivers,39093,1741.0,18464.0
White drivers,39093,18415.0,198379.0
Black drivers,39095,5923.0,61995.0
Hispanic drivers,39095,1155.0,18460.0
White drivers,39095,19979.0,253485.0
Black drivers,39097,1877.0,2593.0
Hispanic drivers,39097,383.0,440.0
White drivers,39097,10213.0,31564.0
Black drivers,39099,4091.0,27194.0
Hispanic drivers,39099,510.0,8648.0
White drivers,39099,19857.0,152299.0
Black drivers,39101,1175.0,3603.0
Hispanic drivers,39101,166.0,995.0
White drivers,39101,11644.0,48115.0
Black drivers,39103,2053.0,1666.0
Hispanic drivers,39103,453.0,2071.0
White drivers,39103,11763.0,132009.0
Black drivers,39105,473.0,167.0
Hispanic drivers,39105,59.0,80.0
White drivers,39105,5183.0,18404.0
Black drivers,39107,157.0,91.0
Hispanic drivers,39107,52.0,427.0
White drivers,39107,4475.0,30691.0
Black drivers,39109,1210.0,1715.0
Hispanic drivers,39109,124.0,951.0
White drivers,39109,8103.0,77589.0
Black drivers,39111,9.0,50.0
Hispanic drivers,39111,5.0,48.0
White drivers,39111,693.0,11638.0
Black drivers,39113,5071.0,84736.0
Hispanic drivers,39113,332.0,8985.0
White drivers,39113,12786.0,317599.0
Black drivers,39115,13.0,351.0
Hispanic drivers,39115,0.0,78.0
White drivers,39115,483.0,11262.0
Black drivers,39117,1073.0,129.0
Hispanic drivers,39117,136.0,295.0
White drivers,39117,8268.0,26686.0
Black drivers,39119,1103.0,2557.0
Hispanic drivers,39119,151.0,489.0
White drivers,39119,10996.0,63865.0
Black drivers,39121,122.0,380.0
Hispanic drivers,39121,16.0,52.0
White drivers,39121,1702.0,11548.0
Black drivers,39123,476.0,276.0
Hispanic drivers,39123,133.0,1366.0
White drivers,39123,4600.0,32076.0
Black drivers,39125,304.0,129.0
Hispanic drivers,39125,120.0,563.0
White drivers,39125,3399.0,14218.0
Black drivers,39127,21.0,93.0
Hispanic drivers,39127,2.0,177.0
White drivers,39127,1209.0,27570.0
Black drivers,39129,849.0,1862.0
Hispanic drivers,39129,98.0,492.0
White drivers,39129,9577.0,42402.0
Black drivers,39131,180.0,227.0
Hispanic drivers,39131,21.0,158.0
White drivers,39131,3926.0,21502.0
Black drivers,39133,2483.0,5474.0
Hispanic drivers,39133,309.0,1814.0
White drivers,39133,19512.0,121851.0
Black drivers,39135,673.0,165.0
Hispanic drivers,39135,335.0,179.0
White drivers,39135,4854.0,32285.0
Black drivers,39137,38.0,64.0
Hispanic drivers,39137,41.0,1266.0
White drivers,39137,1201.0,24907.0
Black drivers,39139,2351.0,9327.0
Hispanic drivers,39139,221.0,1382.0
White drivers,39139,14571.0,86009.0
Black drivers,39141,800.0,4131.0
Hispanic drivers,39141,77.0,563.0
White drivers,39141,10668.0,56423.0
Black drivers,39143,2350.0,1241.0
Hispanic drivers,39143,870.0,3737.0
White drivers,39143,15740.0,42038.0
Black drivers,39145,558.0,1753.0
Hispanic drivers,39145,62.0,587.0
White drivers,39145,11853.0,59097.0
Black drivers,39147,171.0,1008.0
Hispanic drivers,39147,76.0,1745.0
White drivers,39147,3227.0,41045.0
Black drivers,39149,728.0,738.0
Hispanic drivers,39149,75.0,448.0
White drivers,39149,4669.0,35669.0
Black drivers,39151,2325.0,21321.0
Hispanic drivers,39151,181.0,4514.0
White drivers,39151,13028.0,269270.0
Black drivers,39153,3620.0,59254.0
Hispanic drivers,39153,336.0,6730.0
White drivers,39153,13845.0,353995.0
Black drivers,39155,3716.0,13155.0
Hispanic drivers,39155,503.0,2149.0
White drivers,39155,18787.0,149931.0
Black drivers,39157,603.0,538.0
Hispanic drivers,39157,158.0,1357.0
White drivers,39157,10573.0,71075.0
Black drivers,39159,522.0,1166.0
Hispanic drivers,39159,90.0,495.0
White drivers,39159,5881.0,38e3
Black drivers,39161,381.0,197.0
Hispanic drivers,39161,131.0,516.0
White drivers,39161,6054.0,21657.0
Black drivers,39163,60.0,40.0
Hispanic drivers,39163,10.0,62.0
White drivers,39163,2900.0,10275.0
Black drivers,39165,2719.0,6097.0
Hispanic drivers,39165,479.0,3427.0
White drivers,39165,16119.0,151066.0
Black drivers,39167,650.0,586.0
Hispanic drivers,39167,115.0,388.0
White drivers,39167,10761.0,48422.0
Black drivers,39169,802.0,1399.0
Hispanic drivers,39169,191.0,1290.0
White drivers,39169,11562.0,85561.0
Black drivers,39171,581.0,329.0
Hispanic drivers,39171,357.0,963.0
White drivers,39171,7860.0,28070.0
Black drivers,39173,2746.0,2702.0
Hispanic drivers,39173,604.0,4535.0
White drivers,39173,13059.0,94387.0
Black drivers,39175,952.0,44.0
Hispanic drivers,39175,123.0,368.0
White drivers,39175,6691.0,17160.0
Black drivers,45001,1464.0,5570.0
Hispanic drivers,45001,54.0,225.0
White drivers,45001,2379.0,14098.0
Black drivers,45003,8288.0,30890.0
Hispanic drivers,45003,1089.0,5791.0
White drivers,45003,13878.0,91734.0
Black drivers,45005,1652.0,5736.0
Hispanic drivers,45005,42.0,208.0
White drivers,45005,1052.0,2041.0
Black drivers,45007,8488.0,23598.0
Hispanic drivers,45007,1186.0,4228.0
White drivers,45007,28148.0,120999.0
Black drivers,45009,2726.0,7564.0
Hispanic drivers,45009,47.0,207.0
White drivers,45009,2250.0,4605.0
Black drivers,45011,2839.0,7244.0
Hispanic drivers,45011,74.0,335.0
White drivers,45011,2998.0,9266.0
Black drivers,45013,4353.0,24321.0
Hispanic drivers,45013,1307.0,13100.0
White drivers,45013,9525.0,99217.0
Black drivers,45015,5342.0,36091.0
Hispanic drivers,45015,763.0,7836.0
White drivers,45015,9834.0,99925.0
Black drivers,45017,1616.0,5026.0
Hispanic drivers,45017,85.0,342.0
White drivers,45017,1635.0,6688.0
Black drivers,45019,4783.0,82401.0
Hispanic drivers,45019,641.0,13120.0
White drivers,45019,6066.0,200261.0
Black drivers,45021,5146.0,8489.0
Hispanic drivers,45021,609.0,1405.0
White drivers,45021,13864.0,33296.0
Black drivers,45023,5264.0,9247.0
Hispanic drivers,45023,248.0,360.0
White drivers,45023,7249.0,15841.0
Black drivers,45025,2732.0,11516.0
Hispanic drivers,45025,160.0,1227.0
White drivers,45025,4972.0,23332.0
Black drivers,45029,2897.0,11208.0
Hispanic drivers,45029,256.0,750.0
White drivers,45029,5276.0,17652.0
Black drivers,45031,6053.0,21330.0
Hispanic drivers,45031,214.0,831.0
White drivers,45031,8572.0,31061.0
Black drivers,45035,6817.0,27753.0
Hispanic drivers,45035,933.0,4732.0
White drivers,45035,10516.0,75509.0
Black drivers,45037,2658.0,7890.0
Hispanic drivers,45037,170.0,1242.0
White drivers,45037,2801.0,12477.0
Black drivers,45039,4541.0,10594.0
Hispanic drivers,45039,161.0,312.0
White drivers,45039,3939.0,7653.0
Black drivers,45041,10788.0,43772.0
Hispanic drivers,45041,632.0,2142.0
White drivers,45041,13615.0,60130.0
Black drivers,45043,4028.0,15225.0
Hispanic drivers,45043,241.0,1237.0
White drivers,45043,7671.0,32756.0
Black drivers,45045,15630.0,65033.0
Hispanic drivers,45045,4589.0,27724.0
White drivers,45045,41291.0,269701.0
Black drivers,45047,6900.0,16861.0
Hispanic drivers,45047,551.0,2438.0
White drivers,45047,10440.0,35006.0
Black drivers,45049,2291.0,8558.0
Hispanic drivers,45049,45.0,634.0
White drivers,45049,1865.0,6956.0
Black drivers,45051,10286.0,29469.0
Hispanic drivers,45051,1848.0,12056.0
White drivers,45051,41971.0,192409.0
Black drivers,45053,3282.0,9255.0
Hispanic drivers,45053,685.0,2448.0
White drivers,45053,3844.0,9195.0
Black drivers,45055,5960.0,11982.0
Hispanic drivers,45055,427.0,1689.0
White drivers,45055,9175.0,35019.0
Black drivers,45057,4050.0,14320.0
Hispanic drivers,45057,389.0,2545.0
White drivers,45057,9431.0,47237.0
Black drivers,45059,5557.0,13136.0
Hispanic drivers,45059,586.0,1745.0
White drivers,45059,11030.0,37497.0
Black drivers,45061,3063.0,9273.0
Hispanic drivers,45061,98.0,273.0
White drivers,45061,2417.0,5271.0
Black drivers,45063,9634.0,29664.0
Hispanic drivers,45063,1268.0,10319.0
White drivers,45063,23145.0,169699.0
Black drivers,45065,828.0,4079.0
Hispanic drivers,45065,17.0,94.0
White drivers,45065,843.0,4471.0
Black drivers,45067,3506.0,13749.0
Hispanic drivers,45067,189.0,566.0
White drivers,45067,4805.0,10641.0
Black drivers,45069,2196.0,11496.0
Hispanic drivers,45069,61.0,757.0
White drivers,45069,2715.0,9391.0
Black drivers,45071,4479.0,8945.0
Hispanic drivers,45071,429.0,1747.0
White drivers,45071,6923.0,19051.0
Black drivers,45073,1233.0,4456.0
Hispanic drivers,45073,432.0,2348.0
White drivers,45073,10952.0,53566.0
Black drivers,45075,13408.0,43766.0
Hispanic drivers,45075,384.0,1195.0
White drivers,45075,7089.0,25555.0
Black drivers,45077,1462.0,6404.0
Hispanic drivers,45077,508.0,2730.0
White drivers,45077,13559.0,86233.0
Black drivers,45079,21779.0,141540.0
Hispanic drivers,45079,1314.0,14202.0
White drivers,45079,17737.0,148608.0
Black drivers,45081,2337.0,3999.0
Hispanic drivers,45081,596.0,1948.0
White drivers,45081,3637.0,9880.0
Black drivers,45083,10686.0,46206.0
Hispanic drivers,45083,2074.0,11684.0
White drivers,45083,31169.0,164440.0
Black drivers,45085,8824.0,38516.0
Hispanic drivers,45085,286.0,2638.0
White drivers,45085,6474.0,40431.0
Black drivers,45087,1711.0,6956.0
Hispanic drivers,45087,49.0,215.0
White drivers,45087,2966.0,15322.0
Black drivers,45089,4052.0,17006.0
Hispanic drivers,45089,37.0,635.0
White drivers,45089,1960.0,8776.0
Black drivers,45091,11261.0,34600.0
Hispanic drivers,45091,1195.0,7712.0
White drivers,45091,27547.0,138391.0
Black drivers,48001,1933.0,10617.0
Hispanic drivers,48001,1311.0,7306.0
White drivers,48001,8475.0,29298.0
Black drivers,48003,81.0,178.0
Hispanic drivers,48003,1380.0,5994.0
White drivers,48003,1269.0,5794.0
Black drivers,48005,1826.0,9854.0
Hispanic drivers,48005,1713.0,11921.0
White drivers,48005,8266.0,44232.0
Black drivers,48007,91.0,250.0
Hispanic drivers,48007,895.0,4556.0
White drivers,48007,2225.0,14771.0
Black drivers,48009,186.0,47.0
Hispanic drivers,48009,629.0,489.0
White drivers,48009,3962.0,6425.0
Black drivers,48011,214.0,12.0
Hispanic drivers,48011,511.0,108.0
White drivers,48011,2025.0,1408.0
Black drivers,48013,457.0,254.0
Hispanic drivers,48013,8070.0,21148.0
White drivers,48013,5244.0,13535.0
Black drivers,48015,945.0,1989.0
Hispanic drivers,48015,1925.0,4842.0
White drivers,48015,4136.0,15569.0
Black drivers,48017,143.0,62.0
Hispanic drivers,48017,1002.0,2854.0
White drivers,48017,1823.0,2146.0
Black drivers,48019,53.0,91.0
Hispanic drivers,48019,908.0,2785.0
White drivers,48019,3621.0,14357.0
Black drivers,48021,1478.0,4497.0
Hispanic drivers,48021,3499.0,17753.0
