"state","driver_race","pre_legalization","quarter","search_rate"
"AZ","White",TRUE,2011-02-15,0.0475992517148202
"AZ","White",TRUE,2011-05-15,0.0403374355962519
"AZ","White",TRUE,2011-08-15,0.0348467766731577
"AZ","White",TRUE,2011-11-15,0.0353420237150101
"AZ","White",TRUE,2012-02-15,0.0331977461023472
"AZ","White",TRUE,2012-05-15,0.0315107489938156
"AZ","White",TRUE,2012-08-15,0.0315923018543061
"AZ","White",FALSE,2013-02-15,0.032434914119045
"AZ","White",FALSE,2013-05-15,0.0335031404671626
"AZ","White",FALSE,2013-08-15,0.0331415618140342
"AZ","White",FALSE,2013-11-15,0.0319664344521849
"AZ","White",FALSE,2014-02-15,0.0306540906294853
"AZ","White",FALSE,2014-05-15,0.0341486186360357
"AZ","White",FALSE,2014-08-15,0.0314608307778088
"AZ","White",FALSE,2014-11-15,0.0336293066780094
"AZ","White",FALSE,2015-02-15,0.0353107542388306
"AZ","White",FALSE,2015-05-15,0.0324558947073649
"AZ","White",FALSE,2015-08-15,0.0308203403079242
"AZ","White",FALSE,2015-11-15,0.0347177479308123
"AZ","Black",TRUE,2011-02-15,0.101593625498008
"AZ","Black",TRUE,2011-05-15,0.0875394321766561
"AZ","Black",TRUE,2011-08-15,0.0695876288659794
"AZ","Black",TRUE,2011-11-15,0.0766876107620428
"AZ","Black",TRUE,2012-02-15,0.0822935651198654
"AZ","Black",TRUE,2012-05-15,0.0696382796923953
"AZ","Black",TRUE,2012-08-15,0.0642066420664207
"AZ","Black",FALSE,2013-02-15,0.0834344660194175
"AZ","Black",FALSE,2013-05-15,0.0769230769230769
"AZ","Black",FALSE,2013-08-15,0.0678619054674767
"AZ","Black",FALSE,2013-11-15,0.0729415784079262
"AZ","Black",FALSE,2014-02-15,0.0778409090909091
"AZ","Black",FALSE,2014-05-15,0.0725725003606983
"AZ","Black",FALSE,2014-08-15,0.0758044971051569
"AZ","Black",FALSE,2014-11-15,0.077634011090573
"AZ","Black",FALSE,2015-02-15,0.0777283433656111
"AZ","Black",FALSE,2015-05-15,0.0769791160757649
"AZ","Black",FALSE,2015-08-15,0.068349233184398
"AZ","Black",FALSE,2015-11-15,0.0873052245646196
"AZ","Hispanic",TRUE,2011-02-15,0.131220051603391
"AZ","Hispanic",TRUE,2011-05-15,0.105106516290727
"AZ","Hispanic",TRUE,2011-08-15,0.0808725823121217
"AZ","Hispanic",TRUE,2011-11-15,0.080821869858938
"AZ","Hispanic",TRUE,2012-02-15,0.0817345187958197
"AZ","Hispanic",TRUE,2012-05-15,0.0763720871004712
"AZ","Hispanic",TRUE,2012-08-15,0.0727171646977067
"AZ","Hispanic",FALSE,2013-02-15,0.0753009052024271
"AZ","Hispanic",FALSE,2013-05-15,0.0782298589722808
"AZ","Hispanic",FALSE,2013-08-15,0.0706420619185603
"AZ","Hispanic",FALSE,2013-11-15,0.0671392077141726
"AZ","Hispanic",FALSE,2014-02-15,0.0673213818752361
"AZ","Hispanic",FALSE,2014-05-15,0.0690558109795086
"AZ","Hispanic",FALSE,2014-08-15,0.0717112646937208
"AZ","Hispanic",FALSE,2014-11-15,0.0741140440425842
"AZ","Hispanic",FALSE,2015-02-15,0.073944740550144
"AZ","Hispanic",FALSE,2015-05-15,0.0687687425393775
"AZ","Hispanic",FALSE,2015-08-15,0.0638196981953084
"AZ","Hispanic",FALSE,2015-11-15,0.0774911587268567
"CA","White",TRUE,2011-02-15,0.00124078043190894
"CA","White",TRUE,2011-05-15,0.00109990151651037
"CA","White",TRUE,2011-08-15,0.00104321043872795
"CA","White",TRUE,2011-11-15,0.0013042066799541
"CA","White",TRUE,2012-02-15,0.00113215466521358
"CA","White",TRUE,2012-05-15,0.0011882972950601
"CA","White",TRUE,2012-08-15,0.00110672898831279
"CA","White",FALSE,2013-02-15,0.00144943418307532
"CA","White",FALSE,2013-05-15,0.00116000666301405
"CA","White",FALSE,2013-08-15,0.00130277999327726
"CA","White",FALSE,2013-11-15,0.00136562629320672
"CA","White",FALSE,2014-02-15,0.001456257738374
"CA","White",FALSE,2014-05-15,0.00127915593351918
"CA","White",FALSE,2014-08-15,0.00115354759251148
"CA","White",FALSE,2014-11-15,0.00143880510661622
"CA","White",FALSE,2015-02-15,0.00152389196597844
"CA","White",FALSE,2015-05-15,0.00130556616991466
"CA","White",FALSE,2015-08-15,0.00132260040004005
"CA","White",FALSE,2015-11-15,0.00139377126575378
"CA","Black",TRUE,2011-02-15,0.00241859025211385
"CA","Black",TRUE,2011-05-15,0.00203022351611729
"CA","Black",TRUE,2011-08-15,0.00184397031021541
"CA","Black",TRUE,2011-11-15,0.00223105923668853
"CA","Black",TRUE,2012-02-15,0.00220055013753438
"CA","Black",TRUE,2012-05-15,0.00241777998202164
"CA","Black",TRUE,2012-08-15,0.00233090171364441
"CA","Black",FALSE,2013-02-15,0.00297436012121077
"CA","Black",FALSE,2013-05-15,0.00215475236589644
"CA","Black",FALSE,2013-08-15,0.00181288510709645
"CA","Black",FALSE,2013-11-15,0.00216373802826525
"CA","Black",FALSE,2014-02-15,0.00225400279807244
"CA","Black",FALSE,2014-05-15,0.00233092242827272
"CA","Black",FALSE,2014-08-15,0.00194466051783531
"CA","Black",FALSE,2014-11-15,0.00243536665085815
"CA","Black",FALSE,2015-02-15,0.00271368905367074
"CA","Black",FALSE,2015-05-15,0.0018415384100269
"CA","Black",FALSE,2015-08-15,0.00178092356869684
"CA","Black",FALSE,2015-11-15,0.00216312837584032
"CA","Hispanic",TRUE,2011-02-15,0.00170027020375899
"CA","Hispanic",TRUE,2011-05-15,0.00153870050189789
"CA","Hispanic",TRUE,2011-08-15,0.00137292824667634
"CA","Hispanic",TRUE,2011-11-15,0.00148146198984291
"CA","Hispanic",TRUE,2012-02-15,0.00163100442262955
"CA","Hispanic",TRUE,2012-05-15,0.00158995837153721
"CA","Hispanic",TRUE,2012-08-15,0.00169111675387826
"CA","Hispanic",FALSE,2013-02-15,0.00190972765746715
"CA","Hispanic",FALSE,2013-05-15,0.00176221835974429
"CA","Hispanic",FALSE,2013-08-15,0.00179721547302248
"CA","Hispanic",FALSE,2013-11-15,0.00196286532689696
"CA","Hispanic",FALSE,2014-02-15,0.00196714235913213
"CA","Hispanic",FALSE,2014-05-15,0.00164940328754785
"CA","Hispanic",FALSE,2014-08-15,0.00188149547847213
"CA","Hispanic",FALSE,2014-11-15,0.00193497490433832
"CA","Hispanic",FALSE,2015-02-15,0.0020244111891656
"CA","Hispanic",FALSE,2015-05-15,0.00165097546289745
"CA","Hispanic",FALSE,2015-08-15,0.00182029938115354
"CA","Hispanic",FALSE,2015-11-15,0.00179036204057529
"CO","White",TRUE,2011-02-15,0.00453984364284735
"CO","White",TRUE,2011-05-15,0.00401535697932443
"CO","White",TRUE,2011-08-15,0.00356210909994615
"CO","White",TRUE,2011-11-15,0.00372644884331028
"CO","White",TRUE,2012-02-15,0.00449309823055307
"CO","White",TRUE,2012-05-15,0.00449710515686011
"CO","White",TRUE,2012-08-15,0.00331607423352144
"CO","White",FALSE,2013-02-15,0.0023409763886951
"CO","White",FALSE,2013-05-15,0.00193277433043175
"CO","White",FALSE,2013-08-15,0.00160556976413754
"CO","White",FALSE,2013-11-15,0.00136819031085872
"CO","White",FALSE,2014-02-15,0.00135260922683111
"CO","White",FALSE,2014-05-15,0.00102526354530876
"CO","White",FALSE,2014-08-15,0.00122660367072506
"CO","White",FALSE,2014-11-15,0.00139061817829019
"CO","White",FALSE,2015-02-15,0.00166595989580178
"CO","White",FALSE,2015-05-15,0.00129556054586284
"CO","White",FALSE,2015-08-15,0.0013772307513881
"CO","White",FALSE,2015-11-15,0.00154099993773738
"CO","Black",TRUE,2011-02-15,0.0118237190970978
"CO","Black",TRUE,2011-05-15,0.0105644431029279
"CO","Black",TRUE,2011-08-15,0.00780189959294437
"CO","Black",TRUE,2011-11-15,0.013172751223184
"CO","Black",TRUE,2012-02-15,0.0109973454683352
"CO","Black",TRUE,2012-05-15,0.0120361083249749
"CO","Black",TRUE,2012-08-15,0.0107488355428162
"CO","Black",FALSE,2013-02-15,0.00740740740740741
"CO","Black",FALSE,2013-05-15,0.00616570327552987
"CO","Black",FALSE,2013-08-15,0.00455341506129597
"CO","Black",FALSE,2013-11-15,0.00481927710843374
"CO","Black",FALSE,2014-02-15,0.00363240101707228
"CO","Black",FALSE,2014-05-15,0.00351437699680511
"CO","Black",FALSE,2014-08-15,0.00353731871241599
"CO","Black",FALSE,2014-11-15,0.00184842883548983
"CO","Black",FALSE,2015-02-15,0.00626843657817109
"CO","Black",FALSE,2015-05-15,0.00503693754197448
"CO","Black",FALSE,2015-08-15,0.0038822387576836
"CO","Black",FALSE,2015-11-15,0.00514327700220426
"CO","Hispanic",TRUE,2011-02-15,0.0119212868457581
"CO","Hispanic",TRUE,2011-05-15,0.00824700109051254
"CO","Hispanic",TRUE,2011-08-15,0.00649710799461215
"CO","Hispanic",TRUE,2011-11-15,0.00765396938412246
"CO","Hispanic",TRUE,2012-02-15,0.00934490321350243
"CO","Hispanic",TRUE,2012-05-15,0.00739807964741067
"CO","Hispanic",TRUE,2012-08-15,0.00936846507737348
"CO","Hispanic",FALSE,2013-02-15,0.00630232339384818
"CO","Hispanic",FALSE,2013-05-15,0.00423657007286901
"CO","Hispanic",FALSE,2013-08-15,0.00482151920148875
"CO","Hispanic",FALSE,2013-11-15,0.00402792696025779
"CO","Hispanic",FALSE,2014-02-15,0.00318773154131128
"CO","Hispanic",FALSE,2014-05-15,0.00250718973527026
"CO","Hispanic",FALSE,2014-08-15,0.00309442167767835
"CO","Hispanic",FALSE,2014-11-15,0.00269307618799409
"CO","Hispanic",FALSE,2015-02-15,0.00529100529100529
"CO","Hispanic",FALSE,2015-05-15,0.00354938271604938
"CO","Hispanic",FALSE,2015-08-15,0.00412226802520028
"CO","Hispanic",FALSE,2015-11-15,0.00543893940681567
"FL","White",TRUE,2011-02-15,0.00347287153046777
"FL","White",TRUE,2011-05-15,0.00355523953426362
"FL","White",TRUE,2011-08-15,0.00312526005307394
"FL","White",TRUE,2011-11-15,0.00333229304044055
"FL","White",TRUE,2012-02-15,0.00355519862101387
"FL","White",TRUE,2012-05-15,0.00305958811613774
"FL","White",TRUE,2012-08-15,0.0025391587563479
"FL","White",FALSE,2013-02-15,0.00290801934802206
"FL","White",FALSE,2013-05-15,0.00283860871780408
"FL","White",FALSE,2013-08-15,0.0031103450268183
"FL","White",FALSE,2013-11-15,0.00258189163080706
"FL","White",FALSE,2014-02-15,0.00256259631020186
"FL","White",FALSE,2014-05-15,0.00227080527453253
"FL","White",FALSE,2014-08-15,0.00225178795134869
"FL","White",FALSE,2014-11-15,0.00256814228601091
"FL","White",FALSE,2015-02-15,0.00265746867008255
"FL","White",FALSE,2015-05-15,0.00226252501397177
"FL","White",FALSE,2015-08-15,0.00265765435844852
"FL","White",FALSE,2015-11-15,0.0028367715149012
"FL","Black",TRUE,2011-02-15,0.00718703470392853
"FL","Black",TRUE,2011-05-15,0.00894298187590951
"FL","Black",TRUE,2011-08-15,0.0087884162320989
"FL","Black",TRUE,2011-11-15,0.00967307456838496
"FL","Black",TRUE,2012-02-15,0.008535396792581
"FL","Black",TRUE,2012-05-15,0.00759101471727343
"FL","Black",TRUE,2012-08-15,0.00629152890572337
"FL","Black",FALSE,2013-02-15,0.00747756729810568
"FL","Black",FALSE,2013-05-15,0.00775943079608001
"FL","Black",FALSE,2013-08-15,0.00634596861011955
"FL","Black",FALSE,2013-11-15,0.00733776656730108
"FL","Black",FALSE,2014-02-15,0.00788418588380916
"FL","Black",FALSE,2014-05-15,0.00616988712454563
"FL","Black",FALSE,2014-08-15,0.00682570165899257
"FL","Black",FALSE,2014-11-15,0.00762990924423741
"FL","Black",FALSE,2015-02-15,0.009619384359401
"FL","Black",FALSE,2015-05-15,0.0066146251307118
"FL","Black",FALSE,2015-08-15,0.0068911679991386
"FL","Black",FALSE,2015-11-15,0.00919206579583938
"FL","Hispanic",TRUE,2011-02-15,0.00334124008467876
"FL","Hispanic",TRUE,2011-05-15,0.00472909715053892
"FL","Hispanic",TRUE,2011-08-15,0.00400627488837939
"FL","Hispanic",TRUE,2011-11-15,0.00410210926023449
"FL","Hispanic",TRUE,2012-02-15,0.00490331111233541
"FL","Hispanic",TRUE,2012-05-15,0.0041158269601261
"FL","Hispanic",TRUE,2012-08-15,0.00301339285714286
"FL","Hispanic",FALSE,2013-02-15,0.00381251999573424
"FL","Hispanic",FALSE,2013-05-15,0.00374816150306021
"FL","Hispanic",FALSE,2013-08-15,0.00337280060380207
"FL","Hispanic",FALSE,2013-11-15,0.00287827022979361
"FL","Hispanic",FALSE,2014-02-15,0.00368536480589658
"FL","Hispanic",FALSE,2014-05-15,0.00439016602809706
"FL","Hispanic",FALSE,2014-08-15,0.00256081946222791
"FL","Hispanic",FALSE,2014-11-15,0.00395719422164543
"FL","Hispanic",FALSE,2015-02-15,0.00377985099084533
"FL","Hispanic",FALSE,2015-05-15,0.00332720246336977
"FL","Hispanic",FALSE,2015-08-15,0.00392061848857955
"FL","Hispanic",FALSE,2015-11-15,0.00421910583722881
"MA","White",TRUE,2011-02-15,0.00917324470294973
"MA","White",TRUE,2011-05-15,0.00634354098557332
"MA","White",TRUE,2011-08-15,0.00634607931791758
"MA","White",TRUE,2011-11-15,0.00675077467906153
"MA","White",TRUE,2012-02-15,0.00738517046495567
"MA","White",TRUE,2012-05-15,0.00695460293060273
"MA","White",TRUE,2012-08-15,0.00728248371023381
"MA","White",FALSE,2013-02-15,0.00868194620294049
"MA","White",FALSE,2013-05-15,0.0064093614752954
"MA","White",FALSE,2013-08-15,0.00571373894500868
"MA","White",FALSE,2013-11-15,0.00658031336346648
"MA","White",FALSE,2014-02-15,0.00652517224025129
"MA","White",FALSE,2014-05-15,0.00565992799002508
"MA","White",FALSE,2014-08-15,0.00378869015743815
"MA","White",FALSE,2014-11-15,0.00387213929019681
"MA","White",FALSE,2015-02-15,0.00417815072942085
"MA","White",FALSE,2015-05-15,0.00343158700645302
"MA","White",FALSE,2015-08-15,0.00405411927476311
"MA","White",FALSE,2015-11-15,0.00297979972973909
"MA","Black",TRUE,2011-02-15,0.0196522153406384
"MA","Black",TRUE,2011-05-15,0.0147042060868574
"MA","Black",TRUE,2011-08-15,0.0146938775510204
"MA","Black",TRUE,2011-11-15,0.0131293664177307
"MA","Black",TRUE,2012-02-15,0.0155566358774915
"MA","Black",TRUE,2012-05-15,0.0153586497890295
"MA","Black",TRUE,2012-08-15,0.0133666156695386
"MA","Black",FALSE,2013-02-15,0.0153410647429459
"MA","Black",FALSE,2013-05-15,0.0107238605898123
"MA","Black",FALSE,2013-08-15,0.0115844203229043
"MA","Black",FALSE,2013-11-15,0.00969425801640567
"MA","Black",FALSE,2014-02-15,0.0123002643982067
"MA","Black",FALSE,2014-05-15,0.0114071829605205
"MA","Black",FALSE,2014-08-15,0.0057516339869281
"MA","Black",FALSE,2014-11-15,0.0083054892601432
"MA","Black",FALSE,2015-02-15,0.00765516429160287
"MA","Black",FALSE,2015-05-15,0.00667531985907658
"MA","Black",FALSE,2015-08-15,0.00580046403712297
"MA","Black",FALSE,2015-11-15,0.00622909216749337
"MA","Hispanic",TRUE,2011-02-15,0.0220472440944882
"MA","Hispanic",TRUE,2011-05-15,0.0176506390748631
"MA","Hispanic",TRUE,2011-08-15,0.0156913183279743
"MA","Hispanic",TRUE,2011-11-15,0.0131040131040131
"MA","Hispanic",TRUE,2012-02-15,0.0240333262123478
"MA","Hispanic",TRUE,2012-05-15,0.0167145938173976
"MA","Hispanic",TRUE,2012-08-15,0.015248317573899
"MA","Hispanic",FALSE,2013-02-15,0.0203380638163247
"MA","Hispanic",FALSE,2013-05-15,0.0143485915492958
"MA","Hispanic",FALSE,2013-08-15,0.0124685958872243
"MA","Hispanic",FALSE,2013-11-15,0.0128760128760129
"MA","Hispanic",FALSE,2014-02-15,0.0155655482531996
"MA","Hispanic",FALSE,2014-05-15,0.0150251946862116
"MA","Hispanic",FALSE,2014-08-15,0.0116414435389988
"MA","Hispanic",FALSE,2014-11-15,0.0130839309943788
"MA","Hispanic",FALSE,2015-02-15,0.0145263671875
"MA","Hispanic",FALSE,2015-05-15,0.00996644957568581
"MA","Hispanic",FALSE,2015-08-15,0.0105170902716915
"MA","Hispanic",FALSE,2015-11-15,0.0118633912522469
"MT","White",TRUE,2011-02-15,0.00121111195216108
"MT","White",TRUE,2011-05-15,0.00158760398806122
"MT","White",TRUE,2011-08-15,0.00150332650972364
"MT","White",TRUE,2011-11-15,0.00171701892808961
"MT","White",TRUE,2012-02-15,0.00181754901581654
"MT","White",TRUE,2012-05-15,0.00150772710139465
"MT","White",TRUE,2012-08-15,0.00138592750533049
"MT","White",FALSE,2013-02-15,0.00127637509473096
"MT","White",FALSE,2013-05-15,0.00233295665803959
"MT","White",FALSE,2013-08-15,0.00176972356917849
"MT","White",FALSE,2013-11-15,0.00211495396864892
"MT","White",FALSE,2014-02-15,0.00342356324462501
"MT","White",FALSE,2014-05-15,0.00234309623430962
"MT","White",FALSE,2014-08-15,0.00338868180277872
"MT","White",FALSE,2014-11-15,0.00310314482886388
"MT","White",FALSE,2015-02-15,0.00282153773806725
"MT","White",FALSE,2015-05-15,0.00361592438779894
"MT","White",FALSE,2015-08-15,0.00322556997287589
"MT","White",FALSE,2015-11-15,0.00376680828697823
"MT","Black",TRUE,2011-02-15,0.010752688172043
"MT","Black",TRUE,2011-05-15,0.0072992700729927
"MT","Black",TRUE,2011-08-15,0.00687285223367698
"MT","Black",TRUE,2011-11-15,0.0178571428571429
"MT","Black",TRUE,2012-02-15,0.00490196078431373
"MT","Black",TRUE,2012-05-15,0.00319488817891374
"MT","Black",TRUE,2012-08-15,0
"MT","Black",FALSE,2013-02-15,0.0158102766798419
"MT","Black",FALSE,2013-05-15,0
"MT","Black",FALSE,2013-08-15,0.00964630225080386
"MT","Black",FALSE,2013-11-15,0.0254237288135593
"MT","Black",FALSE,2014-02-15,0.0172413793103448
"MT","Black",FALSE,2014-05-15,0.00564971751412429
"MT","Black",FALSE,2014-08-15,0.0197183098591549
"MT","Black",FALSE,2014-11-15,0.00643086816720257
"MT","Black",FALSE,2015-02-15,0.00826446280991736
"MT","Black",FALSE,2015-05-15,0.019438444924406
"MT","Black",FALSE,2015-08-15,0.01440329218107
"MT","Black",FALSE,2015-11-15,0.0186666666666667
"MT","Hispanic",TRUE,2011-02-15,0.0158371040723982
"MT","Hispanic",TRUE,2011-05-15,0.0201680672268908
"MT","Hispanic",TRUE,2011-08-15,0.00537634408602151
"MT","Hispanic",TRUE,2011-11-15,0.00873362445414847
"MT","Hispanic",TRUE,2012-02-15,0.0126582278481013
"MT","Hispanic",TRUE,2012-05-15,0.00503355704697987
"MT","Hispanic",TRUE,2012-08-15,0.00325732899022801
"MT","Hispanic",FALSE,2013-02-15,0.010507880910683
"MT","Hispanic",FALSE,2013-05-15,0.00981996726677578
"MT","Hispanic",FALSE,2013-08-15,0.00637958532695375
"MT","Hispanic",FALSE,2013-11-15,0.013986013986014
"MT","Hispanic",FALSE,2014-02-15,0.00519480519480519
"MT","Hispanic",FALSE,2014-05-15,0.010016694490818
"MT","Hispanic",FALSE,2014-08-15,0.0135363790186125
"MT","Hispanic",FALSE,2014-11-15,0.0172839506172839
"MT","Hispanic",FALSE,2015-02-15,0.00759013282732448
"MT","Hispanic",FALSE,2015-05-15,0.00426136363636364
"MT","Hispanic",FALSE,2015-08-15,0.00823045267489712
"MT","Hispanic",FALSE,2015-11-15,0.0142095914742451
"NC","White",TRUE,2011-02-15,0.000940123111359821
"NC","White",TRUE,2011-05-15,0.000766849781099244
"NC","White",TRUE,2011-08-15,0.000784219524946659
"NC","White",TRUE,2011-11-15,0.000930003338473523
"NC","White",TRUE,2012-02-15,0.000642731889981067
"NC","White",TRUE,2012-05-15,0.0010003022496006
"NC","White",TRUE,2012-08-15,0.00106522130755916
"NC","White",FALSE,2013-02-15,0.000970173387397696
"NC","White",FALSE,2013-05-15,0.00123772223744817
"NC","White",FALSE,2013-08-15,0.00221581203467947
"NC","White",FALSE,2013-11-15,0.00199839067653483
"NC","White",FALSE,2014-02-15,0.00158321978928784
"NC","White",FALSE,2014-05-15,0.00171887449530443
"NC","White",FALSE,2014-08-15,0.0015772088363373
"NC","White",FALSE,2014-11-15,0.00162045372704357
"NC","White",FALSE,2015-02-15,0.00169912296766579
"NC","White",FALSE,2015-05-15,0.00175620810121802
"NC","White",FALSE,2015-08-15,0.00158963438409166
"NC","White",FALSE,2015-11-15,0.00166183397705523
"NC","Black",TRUE,2011-02-15,0.00140875383983251
"NC","Black",TRUE,2011-05-15,0.0010315659170621
"NC","Black",TRUE,2011-08-15,0.0012711705985718
"NC","Black",TRUE,2011-11-15,0.00158273980590612
"NC","Black",TRUE,2012-02-15,0.00105502208393684
"NC","Black",TRUE,2012-05-15,0.00149608715666718
"NC","Black",TRUE,2012-08-15,0.00139552585951706
"NC","Black",FALSE,2013-02-15,0.00157252751923159
"NC","Black",FALSE,2013-05-15,0.00182897915866959
"NC","Black",FALSE,2013-08-15,0.00385271268868818
"NC","Black",FALSE,2013-11-15,0.00361345316408783
"NC","Black",FALSE,2014-02-15,0.00331551860649248
"NC","Black",FALSE,2014-05-15,0.00298865722219607
"NC","Black",FALSE,2014-08-15,0.00228674203494347
"NC","Black",FALSE,2014-11-15,0.00253026799074956
"NC","Black",FALSE,2015-02-15,0.00291992477481936
"NC","Black",FALSE,2015-05-15,0.0020067042163592
"NC","Black",FALSE,2015-08-15,0.00268228982847462
"NC","Black",FALSE,2015-11-15,0.00321280766717491
"NC","Hispanic",TRUE,2011-02-15,0.00340715502555366
"NC","Hispanic",TRUE,2011-05-15,0.00234145036125234
"NC","Hispanic",TRUE,2011-08-15,0.00276456217050276
"NC","Hispanic",TRUE,2011-11-15,0.00155394405801391
"NC","Hispanic",TRUE,2012-02-15,0.00203565913238804
"NC","Hispanic",TRUE,2012-05-15,0.00243766541301017
"NC","Hispanic",TRUE,2012-08-15,0.00307384922769538
"NC","Hispanic",FALSE,2013-02-15,0.00204972818821852
"NC","Hispanic",FALSE,2013-05-15,0.00313267293201253
"NC","Hispanic",FALSE,2013-08-15,0.00326821119907038
"NC","Hispanic",FALSE,2013-11-15,0.00376947562405763
"NC","Hispanic",FALSE,2014-02-15,0.00349419208612711
"NC","Hispanic",FALSE,2014-05-15,0.00450106157112527
"NC","Hispanic",FALSE,2014-08-15,0.00314748201438849
"NC","Hispanic",FALSE,2014-11-15,0.00410382681850826
"NC","Hispanic",FALSE,2015-02-15,0.00356359649122807
"NC","Hispanic",FALSE,2015-05-15,0.00341622308731231
